task_id,source_issue_id,workstream,priority,release_gate,task_type,scope_class,applies_to_17234f7,added_in_reconciliation,task_title,problem_rationale,required_implementation,acceptance_criteria,evidence_anchor,evidence_url,owner_role,phase,effort,dependencies,uat_case_ids,status,progress_pct,target_sprint,due_date,origin,notes_decision
QA-004,QA-004,UX Quality Process,P3,No,UX QA,Missing formal review artifact,Yes,Yes,"Run and record a 0–4 heuristic score for Sequence, Folder Drop, and Comfy Picker with evidence, linked tasks, owner, and re-review date","The plan calls for all ten Nielsen heuristics, but the prior deliverables did not include a feature-by-heuristic scoring sheet. Heuristic findings can be discussed inconsistently and are difficult to compare across iterations.","Run and record a 0–4 heuristic score for Sequence, Folder Drop, and Comfy Picker with evidence, linked tasks, owner, and re-review date.",All 30 feature/heuristic cells have evidence and remediation links; scores improve or receive an approved exception.,New QA plan,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,UX Research / QA,G4 — Accessibility & release gates,M,,UAT-HEUR-001,Not Started,0,,,User QA plan,
SCOPE-003,SCOPE-003,Product Scope / Comfy Picker,P2,Conditional,Product Decision,Decision required,Decision,Yes,Name and scope the current feature as Workflow Picker,"The generic Comfy section assumes a gallery-style asset browser with folders, thumbnails, and multi-select, but `17234f7` implements workflow selection for the embedded canvas. The wrong mental model can distort both QA and implementation priorities.",Name and scope the current feature as Workflow Picker. Decide separately whether an Asset Picker/Gallery is required and which data source it owns.,Current release criteria test the workflow picker; a gallery is not silently added or treated as a missing bug without an approved epic.,Current ComfyUIWorkspace versus supplied QA plan,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product,Future — Product decisions,S,,UAT-UX-003,Done,100,,,Reconciliation scope correction,"Implemented 2026-08-22: ADR 0001: Workflow Picker, not gallery"
SCOPE-001,SCOPE-001,Product Scope / Platform,P2,Conditional,Product Decision,Decision required,Decision,Yes,"Approve a current release support matrix, recommended as Windows 11 with supported Chromium/Edge versions, then define later expansion epics separately","The generic plan requests desktop, tablet, mobile, Safari, iOS, and Android coverage, while the application is a local workstation product with Windows scripts, local ComfyUI, and desktop-width assumptions. An undefined support boundary either creates impossible release criteria or leaves the actual primary platform under-tested.","Approve a current release support matrix, recommended as Windows 11 with supported Chromium/Edge versions, then define later expansion epics separately.","An ADR/spec lists supported and unsupported platforms, and QA/UX requirements align to it.",Repository/runtime architecture versus generic cross-device matrix,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product,Future — Product decisions,S,,UAT-REG-011,Done,100,,,Reconciliation scope correction,Implemented 2026-08-22: ADR 0001: Windows 11 + Chromium/Edge
SCOPE-004,SCOPE-004,Product Scope / Takes,P2,Conditional,Product Decision,Decision required,Decision,Yes,Approve the take domain model and list which operations are required for the next release versus roadmap,"The supplied plan assumes a complete take-management CRUD system, while current takes are generated/imported media records associated with storyboard/sequence context. Without a data-model decision, rename/delete/duplicate/reorder behavior can conflict with active versions and canonical assets.",Approve the take domain model and list which operations are required for the next release versus roadmap.,QA labels only approved operations as defects; the implementation and persistence model match the decision.,Current take/media implementation versus supplied plan,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + Architecture,Future — Product decisions,M,TAKE-007,,Done,100,,,Reconciliation scope correction,Implemented 2026-08-22: ADR 0001: take model decision
TAKE-007,TAKE-007,Sequence / Takes,P2,Conditional,Product Decision / Architecture,Product-model gap,Yes,Yes,"Decide and document the take entity model before adding CRUD; define identity, versioning, active status, file lifecycle, and timeline references","The exhaustive plan assumes formal take Create/Rename/Duplicate/Delete/Reorder operations, but the current UI primarily consumes generated/imported media records rather than a dedicated take entity. Implementing ad hoc CRUD against media files could create conflicting concepts of take identity, active version, and canonical source.","Decide and document the take entity model before adding CRUD; define identity, versioning, active status, file lifecycle, and timeline references.","An approved data model and interaction spec exists; unsupported CRUD is not presented as a current bug, and implemented operations preserve references and undo.",Current sequence media/take model versus proposed QA plan,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + Architecture,Future — Product decisions,L,,"UAT-TAKE-011,UAT-TAKE-012",Done,100,,,User QA plan,Implemented 2026-08-22: ADR 0001: takes remain media records; CRUD deferred
TAKE-009,TAKE-009,Sequence / Takes,P2,Conditional,Product / Recovery,Error-prevention requirement,Yes,Yes,Require soft delete and reference analysis; block or clearly confirm destructive actions; preserve an undo window and repair path,"The proposed destructive take operations have no defined soft-delete, undo, currently-playing, active-take, or timeline-reference policy. Deleting a referenced or playing take could create broken edits or irreversible media loss.",Require soft delete and reference analysis; block or clearly confirm destructive actions; preserve an undo window and repair path.,Deleting an active/referenced/playing take cannot silently break the sequence; undo restores metadata and media where supported.,Proposed take-management scope,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + Full Stack,Future — Product decisions,L,TAKE-007,UAT-TAKE-012,Not Started,0,,,User QA plan,
TAKE-011,TAKE-011,Sequence / Takes,P2,Conditional,Architecture / Reliability,Concurrency requirement,Yes,Yes,Use revisioned/transactional take mutations and provide merge/reload choices that preserve user intent,"Formal take edits would need revision protection beyond the current sequence-save conflict path. Two windows could rename, promote, delete, or reorder the same take and silently lose one set of changes.",Use revisioned/transactional take mutations and provide merge/reload choices that preserve user intent.,Parallel conflicting take operations return a visible conflict and never lose or partially apply data.,Current revision model and proposed take-management scope,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Backend + Frontend,Future — Product decisions,L,TAKE-007,UAT-TAKE-015,Not Started,0,,,User QA plan,
SCOPE-005,SCOPE-005,Product Scope / External Drag UX,P3,No,Product / Technical Decision,Technical constraint clarification,Decision,Yes,"Limit acceptance to in-app drop-target feedback, destination preview, valid/invalid cursor where supported, and post-drop reporting; customize drag images only for drags initiated inside the app","The plan asks for a fully controlled drag ghost for folders dragged from Explorer/Finder, but external drag imagery and cursor treatment are substantially controlled by the operating system/browser. The team could spend time chasing a visual behavior the web application cannot reliably own.","Limit acceptance to in-app drop-target feedback, destination preview, valid/invalid cursor where supported, and post-drop reporting; customize drag images only for drags initiated inside the app.",The spec distinguishes controllable in-app feedback from OS-controlled external drag visuals.,Browser drag-and-drop platform behavior,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + Frontend,Future — Product decisions,S,,UAT-DROP-021,Done,100,,,Reconciliation scope correction,Implemented 2026-08-22: ADR 0001: OS-owned external drag visuals
SCOPE-002,SCOPE-002,Product Scope / Theme,P3,No,Product Decision,Decision required,Decision,Yes,Decide whether light mode is a roadmap feature,"The plan requires dark/light parity, but the product currently declares a dark color scheme. Treating light mode as a current defect would expand the release substantially; ignoring forced colors would still leave an accessibility gap.",Decide whether light mode is a roadmap feature. Keep forced-colors/high-contrast support in the current accessibility gate regardless.,"Theme scope is documented; current release passes dark and forced-colors requirements, and light mode is either implemented or separately scheduled.",client/src/styles.css color-scheme and generic QA plan,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/blob/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9/client/src/styles.css,Product + UX,Future — Product decisions,S,A11Y-013,,Done,100,,,Reconciliation scope correction,Implemented 2026-08-22: ADR 0001: dark-only; forced-colors still required
SEQ-PLAY-016,SEQ-PLAY-016,Sequence / Time Display,P3,No,UX / Product Decision,Information-design gap,Yes,Yes,"Consolidate time display options and define a constant-timeline-FPS policy for VFR sources, including normalization/proxy behavior","The interface does not offer a consolidated current/total/remaining time display or an explicit policy for variable-frame-rate media. Reviewers must infer duration from separate regions, and VFR sources can undermine frame-based expectations.","Consolidate time display options and define a constant-timeline-FPS policy for VFR sources, including normalization/proxy behavior.","Current, total, and optional remaining values remain consistent after seeks, trims, and source replacement; VFR handling is documented.",Sequence header and program transport time displays,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + Media Engine,Future — Product decisions,M,,UAT-PLAY-021,Not Started,0,,,User QA plan,
SEQ-MARK-001,SEQ-MARK-001,Sequence / Timeline,P3,No,Enhancement / UX Redesign,Future editing capability,Yes,Yes,Define marker types and add them through a context menu or compact advanced-tools container rather than permanent toolbar chrome,"The sequence editor has no marker, chapter marker, or persistent review-note timeline model. Review feedback and repeated navigation must be managed outside the editor.",Define marker types and add them through a context menu or compact advanced-tools container rather than permanent toolbar chrome.,"Markers can be created, renamed, moved, searched, deleted, undone, and navigated by keyboard without obscuring the main playback surface.",Sequence timeline feature set,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + Frontend,Future — Product decisions,L,,UAT-PLAY-020,Not Started,0,,,User QA plan,
SEQ-PLAY-013,SEQ-PLAY-013,Sequence / Transport,P3,No,Product Decision / Enhancement,Product/interaction gap,Yes,Yes,Define transport semantics and expose accessible labeled Stop/Restart behavior only if it materially differs from Pause/Go to start,"Transport semantics are limited to play/pause, jump-to-start, and frame-step; there is no explicit Stop state or clearly labeled Restart command. Users coming from editing tools may not know whether pause preserves position, whether the start icon restarts, or how to stop all audition audio.",Define transport semantics and expose accessible labeled Stop/Restart behavior only if it materially differs from Pause/Go to start.,"The transport model is documented, labels match behavior, all media stops deterministically, and no redundant control is added without purpose.",Sequence program transport UI,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + UX,Future — Product decisions,S,,UAT-PLAY-016,Not Started,0,,,User QA plan,
SEQ-PLAY-014,SEQ-PLAY-014,Sequence / Transport,P3,No,Enhancement / Product Decision,Future capability,Yes,Yes,Decide whether editorial preview supports 0,"There is no playback-speed control or documented decision to remain fixed at 1×. Power users cannot review timing at slow or accelerated rates, but adding speed without pitch/sync policy could create misleading review.","Decide whether editorial preview supports 0.25×–2×, then implement with pitch policy, keyboard shortcuts, clear state, and persistence.",Supported speeds keep audio/picture synchronized and the chosen rate is always visible; unsupported rates are absent rather than implied.,Sequence transport capability set,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + Media Engine,Future — Product decisions,L,,UAT-PLAY-017,Not Started,0,,,User QA plan,
